Date,Publication,Headline,URL,BreachMentioned,CompanyMentioned
20150527,BBC,Criminals steal US tax returns,http://www.bbc.com/news/technology-32901890,True,False
20150527,BBC,3 US military shipped Anthrax to labs,http://www.bbc.co.uk/news/world-us-canada-32910020,True,False
20170410,BBC,2 Wells Fargo claws back $75m over scandal,http://www.bbc.com/news/business-39556808,True,Wells Fargo
20170410,BBC,Shell plan could 'breach international law',http://www.bbc.com/news/uk-scotland-39555678,True,Shell
20170410,BBC,Russian arrested 'over mass hacking',http://www.bbc.com/news/technology-39553250,True,Government
20111214,BBC,Jail term for Facebook riot page,http://www.bbc.co.uk/news/uk-england-hereford-worcester-16185152,True,Facebook
20150528,BBC,North Korean hackers 'could kill',http://www.bbc.com/news/technology-32925495,True,North Korea
20150528,BBC,5 North Korean hackers 'could kill',http://www.bbc.co.uk/news/technology-32925495,True,North Korea
20130826,BBC,US to reach debt ceiling in October,http://www.bbc.com/news/business-23845905,True,Government
20111215,BBC,Chevron faces $10.6bn pollution suit,http://www.bbc.co.uk/news/world-latin-america-16192321,True,Chevron
20150529,BBC,"Porn, adware found on FBI web domain",http://www.bbc.com/news/technology-32929309,True,FBI
20130827,BBC,New York Times website 'hacked',http://www.bbc.com/news/business-23859572,True,New York Times
20190315,BBC,How Brexit changed the English language,http://www.bbc.com/culture/story/20190314-how-brexit-changed-the-english-language,True,False
20170413,BBC,Airbnb account hijackers burgle homes,http://www.bbc.com/news/technology-39589241,True,Airbnb
20130828,BBC,Syrian hacking fallout continues,http://www.bbc.com/news/technology-23862105,True,False
20111217,BBC,Data storm,http://www.bbc.co.uk/news/business-16184456,True,False
20210308,BBC,Microsoft email server hacks put Biden in a bind,https://www.bbc.com/news/technology-56325784,True,Microsoft
20210308,BBC,EU bank authority hit by Microsoft email hack,https://www.bbc.com/news/technology-56321567,True,False
20170415,BBC,US government 'hacked global bank system',http://www.bbc.com/news/technology-39606575,True,government
20150603,BBC,Athletics coach faces doping claims,http://www.bbc.com/news/uk-scotland-32877702,True,False
20150603,BBC,US anthrax scare widens to 51 labs,http://www.bbc.com/news/world-us-canada-33000959,True,False
20150603,BBC,2 Athletics coach faces doping claims,http://www.bbc.co.uk/news/uk-scotland-32877702,True,False
20190320,BBC,Hundreds fall victim to Korea spycam porn,https://www.bbc.com/news/world-asia-47637734,True,Government
20210311,BBC,4 Hundreds of UK firms hacked in global cyber-crisis,https://www.bbc.com/news/technology-56365372,True,False
20111220,BBC,Lady Gaga fans hit by hack attack,http://www.bbc.co.uk/news/technology-16265936,Yes,Lady Gaga
20150604,BBC,US hit by 'massive data breach',http://www.bbc.com/news/world-us-canada-33017310,Yes,False
20150604,BBC,1 US hit by 'massive data breach',http://www.bbc.co.uk/news/world-us-canada-33017310,Yes,False
20190321,BBC,Millions of Facebook passwords exposed,https://www.bbc.com/news/technology-47653656,True,Facebook
20190321,BBC,'Unprecedented' data risk from health apps,https://www.bbc.com/news/technology-47652611,True,False
20210312,BBC,"Microsoft hack: 3,000 UK email servers unsecured",https://www.bbc.com/news/technology-56372188,Yes,Microsoft
20111221,BBC,BoA in record discrimination fine,http://www.bbc.co.uk/news/business-16296146,True,Bank of America
20150605,BBC,4 US warns victims of 'Chinese' hack,http://www.bbc.co.uk/news/world-us-canada-33028158,True,False
20190322,BBC,Mueller delivers Trump-Russia report,https://www.bbc.com/news/world-us-canada-47671715,True,Government
20190322,BBC,Hotel guests 'secretly filmed and streamed',https://www.bbc.com/news/technology-47638919,True,False
20170419,BBC,Holiday Inn hotels hit by payment hack,http://www.bbc.com/news/technology-39642172,True,Holiday Inn
20150606,BBC,5 Slaves who died in shipwreck remembered,http://www.bbc.co.uk/news/world-africa-32987472,True,False
20150607,BBC,Wiggins breaks cycling's hour record,http://www.bbc.com/sport/cycling/33041998,True,Bradley Wiggins
20111223,BBC,Indian athletes banned for doping,http://www.bbc.co.uk/news/world-south-asia-16315183,True,False
20210315,BBC,3 EU to begin legal action over NI Protocol 'breach',https://www.bbc.com/news/uk-northern-ireland-56381046,True,EU
20190325,BBC,Fatal floods in Iran after heavy rains,https://www.bbc.com/news/world-middle-east-47700031,True,Government
20150608,BBC,US army shuts website after hacking,http://www.bbc.com/news/world-us-canada-33058755,True,False
20150608,BBC,4 US army shuts website after hacking,http://www.bbc.co.uk/news/world-us-canada-33058755,True,False
20150609,BBC,'Russian hackers' behind TV attack,http://www.bbc.com/news/world-europe-33072034,True,False
20210317,BBC,Teen 'mastermind' pleads guilty to Twitter hack,https://www.bbc.com/news/technology-56429204,True,Twitter
20111225,BBC,Hackers hit US security company,http://www.bbc.co.uk/news/world-us-canada-16330396,Yes,True
20150610,BBC,Fifa IT data seized by Swiss police,http://www.bbc.com/news/world-europe-33088747,True,Fifa
20150610,BBC,Russian cybersecurity firm hacked,http://www.bbc.com/news/technology-33083050,True,Kaspersky Lab
20190328,BBC,3 Grindr 'up for sale on security grounds',https://www.bbc.com/news/business-47735043,True,Grindr
20111226,BBC,Fukushima report notes failures,http://www.bbc.co.uk/news/world-asia-16334434,True,Fukushima
20111227,BBC,Hack victims face repeat attacks,http://www.bbc.co.uk/news/technology-16338680,Yes,False
20210320,BBC,1 Russian pleads guilty to Tesla ransomware plot,https://www.bbc.com/news/world-us-canada-56469475,True,Tesla
20190331,BBC,4 Saudi Arabia accused over Bezos hack,https://www.bbc.com/news/world-us-canada-47763179,True,False
20150614,BBC,S Korea hospital 'spread Mers cases',http://www.bbc.com/news/world-asia-33125659,True,False
20210322,BBC,1 Factory blaze adds to computer chip supply crisis,https://www.bbc.com/news/technology-56486242,True,false
20210322,BBC,4 Ikea France on trial for snooping on staff,https://www.bbc.com/news/world-europe-56482797,True,Ikea France
20111229,BBC,Hacked think tank stays offline,http://www.bbc.co.uk/news/technology-16352891,True,False
20170428,BBC,4 Google and Facebook duped in huge 'scam',http://www.bbc.com/news/technology-39744007,True,Google
20111230,BBC,China combats hi-tech crimewave,http://www.bbc.co.uk/news/technology-16357238,True,False
20210324,BBC,Facebook removes 'China-based hackers' over Uighurs,https://www.bbc.com/news/technology-56518467,True,Facebook
20150616,BBC,Facebook taken to court over privacy,http://www.bbc.com/news/technology-33149889,True,Facebook
20130913,BBC,Spanish debt reaches record level,http://www.bbc.com/news/business-24077728,True,Spain
20150617,BBC,Canada government websites hacked,http://www.bbc.com/news/world-us-canada-33170534,True,Government
20150617,BBC,Sony fail to dismiss hacking action,http://www.bbc.com/news/entertainment-arts-33166309,True,Sony
20150617,BBC,5 Canada government websites hacked,http://www.bbc.co.uk/news/world-us-canada-33170534,True,Government
20150618,BBC,Huge fine for AT&T over speed brakes,http://www.bbc.com/news/technology-33183368,True,AT&T
20150620,BBC,1 Charleston suspect photos found,http://www.bbc.co.uk/news/world-us-canada-33211192,True,False
20210329,BBC,French company fined over weight loss pill deaths,https://www.bbc.com/news/world-europe-56562909,True,False
20190409,BBC,5 StanChart fined $1bn over Iran breach,https://www.bbc.com/news/business-47872318,True,StanChart
20190409,BBC,Medical records left in abandoned nursing home,https://www.bbc.com/news/uk-england-hampshire-47860424,True,False
20170505,BBC,Macron blasts 'massive' hacking attack,http://www.bbc.com/news/world-europe-39827244,True,False
20120105,BBC,Worm 'steals Facebook passwords',http://www.bbc.co.uk/news/technology-16426824,True,Facebook
20150622,BBC,Hackers steal data using pitta bread,http://www.bbc.com/news/technology-33229424,True,False
20210331,BBC,5 Mastercard fined Â£31m for breaching competition law,https://www.bbc.com/news/business-56594987,True,Mastercard
20150623,BBC,1 US 'spied on French presidents',http://www.bbc.co.uk/news/33248484,True,False
20130919,BBC,JP Morgan pays $920m to regulators,http://www.bbc.com/news/business-24159801,True,JP Morgan
20210401,BBC,Olympian tried to smuggle $150m of cocaine,https://www.bbc.com/news/world-australia-56607790,True,False
20170508,BBC,Guardian Soulmates user data exposed,http://www.bbc.com/news/technology-39843895,True,Guardian Soulmates
20150625,BBC,US government log-ins leaked online,http://www.bbc.com/news/technology-33272712,True,Government
20190415,BBC,VW ex-boss charged over emissions scandal,https://www.bbc.com/news/47937141,True,VW
20190415,BBC,2 Amazon 'flooded by fake five-star reviews',https://www.bbc.com/news/business-47941181,True,Amazon
20210404,BBC,State of emergency over Florida toxic water leak,https://www.bbc.com/news/world-us-canada-56629013,True,False
20130923,BBC,Apple fingerprint ID 'hacked',http://www.bbc.com/news/technology-24203929,True,Apple
20130923,BBC,2: Apple fingerprint ID 'hacked',http://www.bbc.co.uk/news/technology-24203929,True,Apple
20170512,BBC,Ransomware infects computers worldwide,http://www.bbc.com/news/technology-39901382,True,False
20170512,BBC,2 Million trucks recalled over software bug,http://www.bbc.com/news/technology-39898319,True,False
20170512,BBC,Whistleblower sparks Hyundai recall,http://www.bbc.com/news/business-39893111,True,Hyundai
20170512,BBC,NHS services hit by cyber-attack,http://www.bbc.com/news/health-39899646,True,False
20150629,BBC,Puerto Rico 'can't pay $72bn debt',http://www.bbc.com/news/world-us-canada-33317495,True,Puerto Rico
20190418,BBC,4 Facebook copied 1.5m users' email contacts,https://www.bbc.com/news/technology-47974574,True,Facebook
20120111,BBC,3: Iranian scientist killed in blast,http://www.bbc.co.uk/news/world-middle-east-16501566,True,False
20170513,BBC,Cyber-attack 'unprecedented' in scale,http://www.bbc.com/news/world-europe-39907965,True,False
20190419,BBC,British hacker pleads guilty to US charges,https://www.bbc.com/news/technology-47994188,True,False
20150630,BBC,Cybercriminals exploit Flash bug,http://www.bbc.com/news/technology-33324715,True,False
20120112,BBC,Stratfor back online after hack,http://www.bbc.co.uk/news/technology-16528421,True,Stratfor
20170514,BBC,5 Nissan plant hit by cyber-attack,http://www.bbc.com/news/uk-england-39906534,True,Nissan
20130926,BBC,Hackers steal Michelle Obama ID data,http://www.bbc.com/news/technology-24284277,True,False
20150701,BBC,1 Greek debt 'illegal and odious',http://www.bbc.co.uk/news/world-europe-33179593,True,Greece
20170515,BBC,Trump 'shared secret info with Russia',http://www.bbc.com/news/world-us-canada-39931012,True,Government
20150702,BBC,Trump hotels examine card breach claim,http://www.bbc.com/news/technology-33364354,True,Trump hotels
20170516,BBC,N Korea link suspected in cyber-attack  By Dave Lee,http://www.bbc.com/news/technology-39931635,True,False
20170517,BBC,1 VW chief probed over emissions scandal,http://www.bbc.com/news/business-39948712,True,Volkswagen
20150704,BBC,Trillions lost on China stock market,http://www.bbc.com/news/world-asia-china-33389577,True,China
20170518,BBC,India's Zomato hit by huge data breach,http://www.bbc.com/news/world-asia-india-39958308,Yes,Zomato
20120116,BBC,Hackers strike Amazon-owned site,http://www.bbc.co.uk/news/technology-16574987,True,Amazon
20120116,BBC,Hackers target children's sites,http://www.bbc.co.uk/news/technology-16576542,Yes,false
20210412,BBC,3 Alibaba accepts record fine and vows to change,https://www.bbc.com/news/business-56713508,True,Alibaba
20120117,BBC,Facebook worm 'hacker gang' named,http://www.bbc.co.uk/news/technology-16595856,True,Facebook
20210413,BBC,Estate agent's hi-tech house tour exposes data  By Zoe Kleinman,https://www.bbc.com/news/technology-56718046,True,Zoe Kleinman
20150706,BBC,Surveillance firm hit in hack attack,http://www.bbc.com/news/technology-33409594,Yes,Gamma International
20210414,BBC,Facebook faces investigation over data breach,https://www.bbc.com/news/technology-56745734,True,Facebook
20131002,BBC,Tesla shares slump after car fire,http://www.bbc.com/news/business-24377350,True,Tesla
20131002,BBC,Fields of gold,http://www.bbc.com/future/story/20131001-gurgaon-indias-it-capital,True,False
20210415,BBC,Chicago releases video of police shooting teenager,https://www.bbc.com/news/world-us-canada-56768217,True,False
20210415,BBC,US imposes sanctions on Russia for cyber-attacks,https://www.bbc.com/news/technology-56755484,True,Government
20120119,BBC,Megaupload sharing site shut down,http://www.bbc.co.uk/news/technology-16642369,True,Megaupload
20150708,BBC,"Teen convicted of over 50,000 hacks",http://www.bbc.com/news/technology-33442419,True,False
20150708,BBC,"3 Teen convicted of over 50,000 hacks",http://www.bbc.co.uk/news/technology-33442419,Yes,False
20131003,BBC,Adobe reveals security breach,http://www.bbc.com/news/business-24392819,Yes,Adobe
20131003,BBC,Worker error causes Fukushima leak,http://www.bbc.com/news/world-asia-24377520,True,False
20120120,BBC,Hackers retaliate over Megaupload,http://www.bbc.co.uk/news/technology-16646023,True,Megaupload
20150709,BBC,Israeli jailed over Madonna hack,http://www.bbc.com/news/entertainment-arts-33463464,True,False
20190430,BBC,1 Apple iPhone sales drop at record pace,https://www.bbc.com/news/business-48110709,True,Apple
20150710,BBC,Teenager sentenced over web attack,http://www.bbc.com/news/technology-33480257,True,False
20131006,BBC,Fresh clashes in Egypt 'kill 44',http://www.bbc.com/news/world-middle-east-24421069,True,False
20120123,BBC,Ex-CIA agent charged over leaks,http://www.bbc.co.uk/news/16694003,True,False
20210420,BBC,US jury finds ex-officer guilty of Floyd murder,https://www.bbc.com/news/world-us-canada-56818766,True,False
20210420,BBC,2 MI5 warns of spies using LinkedIn to steal secrets,https://www.bbc.com/news/technology-56812746,True,LinkedIn
20210420,BBC,Facebook downplays data breach in internal email,https://www.bbc.com/news/technology-56815478,True,Facebook
20120125,BBC,EU confirms data penalty proposal,http://www.bbc.co.uk/news/technology-16722229,True,EU
20170529,BBC,WannaCry analysis suggests Chinese link,http://www.bbc.com/news/technology-40085241,True,False
20150715,BBC,Darkode hacking site forced offline,http://www.bbc.com/news/technology-33542490,True,False
20190506,BBC,4 Boeing knew of earlier 737 Max problem,https://www.bbc.com/news/business-48174797,True,Boeing
20120126,BBC,PIP breast implant boss arrested,http://www.bbc.co.uk/news/world-europe-16736385,True,PIP
20170530,BBC,Shadow Brokers move auction bitcoins,http://www.bbc.com/news/technology-40092030,True,Shadow Brokers
20150716,BBC,Data errors 'implicated wrong people',http://www.bbc.com/news/uk-33556221,True,False
20210426,BBC,Hospital fire kills 82 Covid patients in Baghdad,https://www.bbc.com/news/world-middle-east-56875804,True,False
20150719,BBC,Blast brings down Kodak factory,http://www.bbc.com/news/world-us-canada-33584693,True,Kodak
20150719,BBC,5 The Snowden leaks explained,http://www.bbc.co.uk/news/world-24737793,True,False
20210427,BBC,Hackers threaten to share US police informant data,https://www.bbc.com/news/world-us-canada-56898711,True,False
20190511,BBC,Facebook sues new firm over data misuse,https://www.bbc.com/news/technology-48236600,True,Facebook
20131014,BBC,Backdoor found in D-Link routers,http://www.bbc.com/news/technology-24519307,True,D-Link
20150720,BBC,Infidelity site customer data stolen,http://www.bbc.com/news/technology-33592594,True,Ashley Madison
20150720,BBC,Toshiba 'inflated profits by $1.2bn',http://www.bbc.com/news/business-33595370,True,Toshiba
20120130,BBC,Megaupload data deletion worries,http://www.bbc.co.uk/news/technology-16787486,True,Megaupload
20131015,BBC,Til debt do us part,http://www.bbc.co.uk/news/magazine-24501030,True,False
20131015,BBC,Snapchat hack secretly saves images,http://www.bbc.com/news/technology-24533919,True,Snapchat
20190809,BBC,1 Goldman bosses charged in Malaysia bond scandal,https://www.bbc.com/news/business-49289840,True,Goldman Sachs
20151012,BBC,1 Five Air France employees arrested,http://www.bbc.com/news/business-34505548,True,Air France
20120412,BBC,Murdoch hacking cases launched in US,http://www.bbc.co.uk/news/uk-17686754,True,False
20210721,BBC,Dubai princesses' phone numbers 'on Pegasus list',https://www.bbc.com/news/world-middle-east-57922543,True,False
20210721,BBC,1 Opioid crisis: US drug giants reach $26bn settlement,https://www.bbc.com/news/business-57910039,True,Opioid crisis
20210721,BBC,China accused of cyber-attack on Microsoft  By Gordon Corera,https://www.bbc.com/news/world-asia-china-57889981,True,Microsoft
20170826,BBC,2 VW engineer jailed for emissions scandal,http://www.bbc.com/news/business-41053740,True,Volkswagen
20131229,BBC,3: Week of government airstrikes in Syria,http://www.bbc.co.uk/news/world-middle-east-25541726,True,Government
20210722,BBC,Gun owners' fears after firearms dealer data breach,https://www.bbc.com/news/technology-57932823,True,GunVault
20151014,BBC,Thieves net Â£20m in online banking raid,http://www.bbc.com/news/technology-34527439,True,False
20131230,BBC,BBC computer server 'was hacked',http://www.bbc.com/news/technology-25547738,True,False
20190812,BBC,1 Argentine peso and markets plunge after shock vote,https://www.bbc.com/news/business-49323553,True,Argentina
20131231,BBC,Reporters face 15 days in Egypt jail,http://www.bbc.com/news/world-middle-east-25561921,True,False
20131231,BBC,Hackers hit League of Legends game,http://www.bbc.com/news/technology-25559048,Yes,League of Legends
20131231,BBC,5: Hackers hit League of Legends game,http://www.bbc.co.uk/news/technology-25559048,True,League of Legends
20190813,BBC,Man City avoid ban for transfer breach,https://www.bbc.com/sport/football/49337051,True,Manchester City
20151016,BBC,Target suffers X-rated headache,http://www.bbc.com/news/technology-34556644,Yes,Target
20170830,BBC,Instagram hack targets celebrities,http://www.bbc.com/news/technology-41104449,Yes,Instagram
20140101,BBC,Snapchat hack hits 4.6 million users,http://www.bbc.com/news/technology-25572661,True,Snapchat
20140101,BBC,3: Snapchat hack hits 4.6 million users,http://www.bbc.co.uk/news/technology-25572661,True,Snapchat
20190814,BBC,'Million fingerprints' leaked by security firm,https://www.bbc.com/news/technology-49343774,True,False
20170831,BBC,1 Harvey shuts key US fuel pipeline,http://www.bbc.com/news/business-41107007,True,True
20190816,BBC,"'How I lost Â£25,000 when my cryptocurrency was stolen'",https://www.bbc.com/news/business-49177705,True,False
20151019,BBC,CIA boss's personal email 'hacked',http://www.bbc.com/news/world-us-canada-34553337,True,False
20151019,BBC,2 Tata Steel set to cut hundreds of jobs,http://www.bbc.com/news/business-34578119,True,Tata Steel
20140103,BBC,Snapchat to update app after hack,http://www.bbc.com/news/technology-25584636,Yes,Snapchat
20151020,BBC,1 Credit Agricole agrees $800m US penalty,http://www.bbc.com/news/business-34578865,True,Credit Agricole
20151020,BBC,3 US agent jailed for Bitcoin theft,http://www.bbc.com/news/business-34588568,True,False
20151020,BBC,5 Irish data watchdog to probe Facebook,http://www.bbc.com/news/technology-34581891,True,Facebook
20210730,BBC,Sprinter Okagbare fails drugs test,https://www.bbc.com/sport/olympics/58037280,True,false
20210730,BBC,2 Amazon hit with $886m fine for alleged law breach,https://www.bbc.com/news/business-58024116,True,Amazon
20120420,BBC,Breivik describes island massacre,http://www.bbc.co.uk/news/world-europe-17789206,True,False
20210730,BBC,China battles worst Covid outbreak since Wuhan,https://www.bbc.com/news/world-asia-china-58021911,True,Government
20170904,BBC,4 VW recalls 1.8 million cars in China,http://www.bbc.com/news/business-41145879,True,VW
20151022,BBC,5 VW widens diesel engine emissions probe,http://www.bbc.com/news/business-34601593,True,VW
20210731,BBC,Suspected Russian hack hit top US prosecutors,https://www.bbc.com/news/world-us-canada-58042344,True,Government
20120421,BBC,Hackers hit China scandal website,http://www.bbc.co.uk/news/world-asia-china-17796810,True,False
20170905,BBC,"3 Lego to cut 1,400 jobs as sales slide",http://www.bbc.com/news/business-41160743,True,Lego
20210801,BBC,1 Zoom settles US privacy lawsuit for $86m,https://www.bbc.com/news/business-58050391,True,Zoom
20170907,BBC,Equifax says 143m affected in data breach,http://www.bbc.com/news/business-41192163,Yes,Equifax
20140108,BBC,Yahoo malware creates Bitcoin botnet,http://www.bbc.com/news/technology-25653664,True,Yahoo
20120423,BBC,London Marathon runners' details leaked,http://www.bbc.co.uk/news/uk-england-london-17820700,True,False
20120423,BBC,Key Iranian oil terminal 'hacked',http://www.bbc.co.uk/news/technology-17811565,True,False
20170908,BBC,2 Equifax slammed after major data breach,http://www.bbc.com/news/business-41205415,Yes,Equifax
20151026,BBC,3 Nigeria telecom giant MTN fined $5.2bn,http://www.bbc.com/news/business-34638595,True,MTN
20120425,BBC,UK's data breach fines dissected,http://www.bbc.co.uk/news/technology-17843371,True,False
20140110,BBC,Target data theft hit 70 million,http://www.bbc.com/news/technology-25681013,Yes,Target
20210805,BBC,Facebook data ban criticised by politicians,https://www.bbc.com/news/technology-58104609,True,Facebook
20170910,BBC,Apple suffers 'major iPhone X leak',http://www.bbc.com/news/technology-41220517,True,Apple
20151028,BBC,4 British Gas logins exposed online,http://www.bbc.com/news/technology-34663210,True,British Gas
20120426,BBC,Massive Hama explosion 'kills 70',http://www.bbc.co.uk/news/world-middle-east-17851122,True,False
20210806,BBC,"Tanker blast evidence points to Iran, says US",https://www.bbc.com/news/world-middle-east-58124489,True,Iran
20170911,BBC,North Korea slapped with new UN sanctions,http://www.bbc.com/news/world-asia-41235157,True,Government
20190828,BBC,4 Apple apology after workers heard Siri recordings,https://www.bbc.com/news/technology-49502292,True,Apple
20140113,BBC,Powell set for anti-doping hearing,http://www.bbc.com/sport/athletics/25711670,True,False
20170913,BBC,3 Equifax suffers fresh data breach,http://www.bbc.com/news/technology-41257576,Yes,Equifax
20190829,BBC,US racer Jessi Combs killed in high-speed crash,https://www.bbc.com/news/world-us-canada-49504222,True,Jessi Combs
20140114,BBC,Madoff costs hurt JP Morgan profits,http://www.bbc.com/news/business-25727922,True,JP Morgan
20190830,BBC,Twitter's Jack Dorsey has his own account hacked,https://www.bbc.com/news/technology-49532244,True,Twitter
