Date,Publication,Headline,URL,BreachMentioned,CompanyMentioned
20150519,CNN,Largest auto recall ever -- for air bags,http://money.cnn.com/2015/05/19/news/companies/takata-recall/index.html,True,Takata
20130819,CNN,Zuckerberg's Facebook page hacked,http://www.cnn.com/2013/08/19/tech/social-media/zuckerberg-facebook-hack/index.html?hpt=hp_bn5,True,Facebook
20130819,CNN,This man hacked Zuckerberg,http://money.cnn.com/video/technology/2013/08/19/t-hacker-flaw-in-facebook.cnnmoney/index.html?source=cnn_bin,True,Facebook
20130819,CNN,Don't let NSA read your e-mail,http://www.cnn.com/2013/08/18/opinion/richards-lavabit-surveillance/index.html?hpt=hp_bn7,True,False
20111208,CNN,Wells Fargo fined $148M,http://money.cnn.com/2011/12/08/news/companies/wells_fargo_settlement/index.htm?source=cnn_bin,True,Wells Fargo
20150521,CNN,Ruptured pipeline owner has history of violations,http://www.cnn.com/2015/05/21/us/california-oil-spill/index.html,True,True
20150522,CNN,Adult dating site hacked,http://money.cnn.com/2015/05/22/technology/adult-friendfinder-hacked/index.html,True,AdultFriendFinder
20130821,CNN,Report: NSA can see even more,http://www.cnn.com/2013/08/21/tech/web/nsa-spying-75-percent/index.html?hpt=hp_bn1,True,Government
20130821,CNN,Report: NSA can see 75% of U.S. web traffic,http://www.cnn.com/2013/08/21/tech/web/nsa-spying-75-percent/index.html?hpt=hp_bn3,True,Government
20091224,CNN,Big mistake in bailout,http://money.cnn.com/2009/12/24/news/economy/bailout_payback/index.htm,True,Government
20111210,CNN,Radioactive water leaks in Japan plant,http://www.cnn.com/2011/12/10/world/asia/japan-nuke-leak/index.html?hpt=hp_t2,True,False
20130822,CNN,NSA kept data collection from court,http://www.cnn.com/2013/08/21/politics/nsa-fisa-court/index.html?hpt=hp_bn1,True,Government
20150524,CNN,3 dead after record rains unleash dangerous flooding,http://www.cnn.com/2015/05/24/us/severe-weather/index.html,True,False
20130824,CNN,"GUNMAN KILLS 2, SELF",http://www.cnn.com/2013/08/24/us/florida-shooting-spree/index.html?hpt=hp_t1,True,False
20130824,CNN,Watch secretly taped jail video,http://www.cnn.com/video/data/2.0/video/us/2013/08/23/wa-cops-jail-video-voyeurism-lawsuit.kiro.html?hpt=hp_t3,True,False
20150526,CNN,"IRS: Personal data of 104,000 stolen",http://money.cnn.com/2015/05/26/pf/taxes/irs-website-data-hack/index.html,True,IRS
20070214,CNN,Dark side of the housing boom: Shoddy construction,http://money.cnn.com/2007/02/13/magazines/moneymag/construction.moneymag/index.htm?postversion=2007021413?cnn=yes,True,False
20150527,CNN,Feds: FIFA bribes top $150M,http://www.cnn.com/2015/05/27/football/fifa-corruption-charges-justice-department/index.html,True,FIFA
20150527,CNN,"U.S. military mistakenly shipped anthrax to Md., Korea",http://www.cnn.com/2015/05/27/politics/live-anthrax-us-military-sent-inadvertently/index.html,True,False
20150527,CNN,ISIS militants kill 30 Iraqi soldiers,http://www.cnn.com/2015/05/27/world/iraq-isis/index.html,True,False
20091230,CNN,New $3.8B bailout for GMAC,http://money.cnn.com/2009/12/30/news/companies/gmac_bailout/index.htm,True,GMAC
20111214,CNN,Mom says hospital gave her wrong baby,http://www.cnn.com/video/#/video/us/2011/12/14/dnt-hospital-switches-baby.wgba,True,False
20130826,CNN,China hit by massive cyberattack,http://money.cnn.com/2013/08/26/technology/china-cyberattacks/index.html?hpt=hp_t2,True,China
20100101,CNN,AT&T disconnects from Tiger Woods,http://money.cnn.com/2009/12/31/news/companies/tiger_woods_att/index.htm,True,AT&T
20130827,CNN,N.Y. Times down in likely attack,http://www.cnn.com/2013/08/27/tech/web/new-york-times-website-attack/index.html?hpt=hp_t2,True,New York Times
20130827,CNN,NSA officers spied on love interests,http://www.cnn.com/video/data/2.0/video/bestoftv/2013/08/26/exp-erin-nsa-officers-spied-on-spouses.cnn.html?hpt=hp_t3,True,False
20111216,CNN,Suspected Wiki-leaker faces hearing,http://security.blogs.cnn.com/2011/12/16/manning-lawyer-questions-how-sensitive-leaked-files-really-were/?hpt=hp_t2,True,False
20130828,CNN,Syrian group behind NYT outage,http://www.cnn.com/2013/08/27/tech/web/new-york-times-website-attack/index.html?hpt=hp_bn5,True,New York Times
20111217,CNN,Blame game on Carrier IQ logging,http://money.cnn.com/2011/12/16/technology/carrier_iq/index.htm?source=cnn_bin,True,Carrier IQ
20100104,CNN,Passengers saw guards chase man,http://www.cnn.com/video/#/video/us/2010/01/04/bts.nj.breach.wabc,True,False
20111219,CNN,Kim Jong Il's death worries South,http://www.cnn.com/2011/12/19/world/asia/north-korea-leader-dead/index.html?hpt=hp_t2,True,Government
20100107,CNN,AIG fiasco keeps getting worse,http://money.cnn.com/2010/01/07/news/geithner.disclosure.fortune/index.htm?cnn=yes,True,AIG
20150603,CNN,Apple flaw: 'This is scary',http://money.cnn.com/2015/06/03/technology/mac-bug/index.html,True,Apple
20111220,CNN,Morgan to testify at hacking hearing,http://www.cnn.com/2011/12/20/world/europe/uk-phone-hacking-scandal/index.html?hpt=hp_bn4,True,False
20130901,CNN,Music fest canceled after 2 drug deaths,http://www.cnn.com/2013/09/01/us/new-york-music-festival-canceled/index.html?hpt=hp_t2,True,False
20150604,CNN,CHINA HACKS U.S. GOVT.,http://www.cnn.com/2015/06/04/politics/federal-agency-hacked-personnel-management/index.html,True,Government
20150604,CNN,IRS data theft: It may have been Russia,http://www.cnn.com/2015/05/27/politics/irs-cyber-breach-russia/index.html,True,IRS
20111221,CNN,BofA settles unfair lending claims,http://money.cnn.com/2011/12/21/news/companies/bank_america_settlement/index.htm?hpt=hp_t3,True,Bank of America
20111221,CNN,Situation Room: Hackers vote threat,http://www.cnn.com/video/?hpt=hp_mid#/video/politics/2011/12/20/tsr-todd-iowa-hackers.cnn,True,False
20070301,CNN,Computer virus attacks biz networks,http://money.cnn.com/2007/03/01/news/companies/virus/index.htm?cnn=yes,True,False
20111221,CNN,BofA settles unfair lending claims for $335 million,http://money.cnn.com/2011/12/21/news/companies/bank_america_settlement/index.htm?source=cnn_bin,True,Bank of America
20130902,CNN,More leaks feared at nuclear plant,http://www.cnn.com/2013/09/02/world/asia/japan-fukushima-radioactive-water/index.html?hpt=hp_bn2,True,False
20111222,CNN,Wal-Mart pulls formula after baby death,http://www.cnn.com/2011/12/22/us/missouri-formula-recall/index.html?hpt=hp_t2,True,Wal-Mart
20130903,CNN,Japan trying to contain toxic water,http://www.cnn.com/2013/09/02/world/asia/japan-fukushima-crisis/index.html?hpt=hp_bn2,True,False
20130904,CNN,Fukushima hits new toxic high,http://www.cnn.com/2013/09/04/world/asia/japan-fukushima-crisis/index.html?hpt=hp_t3,True,False
20130905,CNN,Rebel execution video fuels fears,http://www.cnn.com/video/data/2.0/video/world/2013/09/05/tsr-dnt-lawrence-execution-video-fuels-rebel-fear.cnn.html?hpt=hp_t1,True,False
20130905,CNN,Police: Man exposed 300-plus to HIV,http://www.cnn.com/2013/09/05/justice/missouri-hiv-arrest/index.html?hpt=hp_t2,True,False
20130905,CNN,Long road home for toxic plant,http://www.cnn.com/2013/09/05/world/asia/japan-fukushima-hancocks/index.html?hpt=hp_bn2,True,False
20130906,CNN,Police: Man exposed 300-plus to HIV,http://www.cnn.com/2013/09/06/justice/missouri-hiv-arrest/index.html?hpt=hp_t3,True,False
20100115,CNN,Tylenol recall: FDA slams company,http://money.cnn.com/2010/01/15/news/companies/over_the_counter_medicine_recall/,True,Johnson & Johnson
20150610,CNN,New details in celeb nudes hack,http://www.cnn.com/2015/06/10/politics/celebrity-hack-search-warrant-emilio-hernandez/index.html,True,False
20210318,CNN,FBI releases new videos of officers being assaulted during Capitol riot,https://www.cnn.com/videos/us/2021/03/18/fbi-new-videos-officers-assaulted-capitol-riot-january-6-schneider-lklv-nr-vpx.cnn/video/playlists/top-news-videos/,True,False
20111226,CNN,Hackers target global analysis company,http://www.cnn.com/2011/12/25/us/stratfor-hacking/index.html?hpt=hp_bn3,True,Stratfor
20100117,CNN,"FDA recalls some Tylenol products,",http://money.cnn.com/2010/01/15/news/companies/over_the_counter_medicine_recall/?hpt=Sbin,True,Tylenol
20111227,CNN,$538M LCD price-fixing settlement,http://money.cnn.com/2011/12/27/news/lcd_panels_settlement/index.htm?source=cnn_bin,True,LCD
20100118,CNN,Chrysler recall over brakes,http://money.cnn.com/2010/01/18/autos/chrysler_recall/index.htm,True,Chrysler
20100118,CNN,Chrysler vehicles recalled for possible brake failure,http://money.cnn.com/2010/01/18/autos/chrysler_recall/,True,Chrysler
20130909,CNN,Hear 911 call from Mrs. Zimmerman,http://www.cnn.com/video/data/2.0/video/bestoftv/2013/09/09/hln-shelly-zimmerman-911-call-on-george.hln.html?hpt=hp_t2,True,False
20100119,CNN,Tech job cuts hit four-year high,http://money.cnn.com/2010/01/19/technology/tech_job_cuts/index.htm?cnn=yes&hpt=Sbin,True,False
20111228,CNN,"Build-A-Bear recalls 300,000 teddy bears",http://www.cnn.com/2011/12/28/us/teddy-bear-recall/index.html,True,Build-A-Bear
20070316,CNN,Hedge funds hit by subprime woes,http://money.cnn.com/2007/03/16/markets/hedge_subprime.reut/index.htm?cnn=yes,True,Hedge funds
20130911,CNN,89 reported sickened by yogurt,http://eatocracy.cnn.com/2013/09/10/chobani-yogurt-fda/?hpt=hp_bn11,True,Chobani
20111230,CNN,Citizen reporter shot in head by sniper,http://www.cnn.com/video/?hpt=hp_c3#/video/world/2011/12/30/pkg-chance-syria-citizen-journalist-killed.cnn,True,False
20210324,CNN,New video appears to show attack on slain officer during Capitol riot,https://www.cnn.com/videos/politics/2021/03/24/video-new-york-times-capitol-riot-sicknick-lead-vpx.cnn/video/playlists/top-news-videos/,True,False
20100123,CNN,"450,000 borrowers at risk",http://money.cnn.com/2010/01/23/news/economy/loan_modification_problems/index.htm?cnn=yes&hpt=T2,True,False
20100123,CNN,"450,000 at risk in foreclosure-prevention program",http://money.cnn.com/2010/01/23/news/economy/loan_modification_problems/,True,False
20150617,CNN,600M Samsung phones exposed,http://money.cnn.com/2015/06/17/technology/samsung-galaxy-hack/index.html,True,Samsung
20100124,CNN,"Sam's Club cuts 10,000 jobs",http://money.cnn.com/2010/01/25/news/companies/sams_club_walmart_job_cuts/index.htm?hpt=Sbin,True,Sam's Club
20130915,CNN,Cops kill unarmed ex-FAMU player,http://www.cnn.com/2013/09/15/justice/north-carolina-police-shooting/index.html?hpt=hp_t2,True,False
20100127,CNN,If your Toyota's recalled ...,http://money.cnn.com/2010/01/27/autos/toyota_recall_faq/index.htm?hpt=T2,True,Toyota
20100127,CNN,Toyota suspends sales after recall,http://money.cnn.com/2010/01/26/news/companies/toyota_recall/index.htm?hpt=Sbin,True,Toyota
20150620,CNN,Killer's racist manifesto revealed,http://www.cnn.com/2015/06/20/us/charleston-church-shooting-main/index.html,True,False
20100128,CNN,Toyota recall spreads,http://money.cnn.com/2010/01/27/autos/toyota_recall_expanded/index.htm?hpt=T2,True,Toyota
20100128,CNN,Toyota adds 1 million vehicles to recall,http://money.cnn.com/2010/01/27/autos/toyota_recall_expanded/,True,Toyota
20130917,CNN,Brazil leader's visit off after NSA report,http://www.cnn.com/2013/09/17/world/americas/brazil-us/index.html?hpt=hp_t2,True,Government
20100129,CNN,Toyota recalls top 5.3 million vehicles,http://money.cnn.com/2010/01/27/autos/toyota_recall_expanded/index.htm?hpt=T2&hpt=C2,True,Toyota
20100129,CNN,Toyota adds 1M vehicles to recall,http://money.cnn.com/2010/01/27/autos/toyota_recall_expanded/index.htm?hpt=Sbin,True,Toyota
20100129,CNN,What to do if your Toyota recalled,http://money.cnn.com/2010/01/27/autos/toyota_recall?hpt=Sbin,True,Toyota
20150622,CNN,"Hackers ground 1,400 passengers",http://www.cnn.com/2015/06/22/politics/lot-polish-airlines-hackers-ground-planes/index.html,True,Lot Polish Airlines
20150622,CNN,U.S. data hack may be lot bigger,http://www.cnn.com/2015/06/22/politics/opm-hack-18-milliion/index.html,True,Government
20070329,CNN,Dell finds errors in financial statements,http://money.cnn.com/2007/03/29/technology/dell.reut/index.htm?cnn=yes,True,Dell
20130919,CNN,JPMorgan ordered to refund $309 million,http://money.cnn.com/2013/09/19/investing/jpmorgan-credit-card/index.html?source=cnn_bin,True,JPMorgan
20100201,CNN,Toyota announces gas pedal fix,http://money.cnn.com/2010/02/01/autos/toyota_gas_pedal_fix/index.htm?hpt=Sbin,True,Toyota
20150624,CNN,ISIS video shows horrific killings,http://www.cnn.com/videos/tv/2015/06/23/isis-video-horrific-executions-lead-sciutto-live.cnn,True,
20120107,CNN,IRS comes up $385 billion short,http://money.cnn.com/2012/01/06/news/economy/tax_gap/index.htm?hpt=hp_t1,True,IRS
20070403,CNN,4 million kids bracelets recalled,http://money.cnn.com/2007/04/03/news/companies/bracelet_recall/index.htm?cnn=yes,True,<company name>
20100204,CNN,Toyota hid Prius brake issue,http://money.cnn.com/2010/02/04/autos/prius_timeline/index.htm?hpt=T2,True,Toyota
20100204,CNN,"Poof: 800,000 more jobs disappear",http://money.cnn.com/2010/02/04/news/economy/jobs_outlook/index.htm?hpt=Sbin,True,False
20130922,CNN,Website offers $16k for iPhone 5S hack,http://www.cnn.com/2013/09/22/tech/mobile/iphone-5s-hack-bounty/index.html?hpt=hp_t2,True,Apple
20130922,CNN,Victim's family releases death video,http://www.cnn.com/2013/09/20/justice/florida-police-run-over-man/index.html?hpt=hp_t3,True,False
20130923,CNN,Group claims it hacked iPhone 5S,http://www.cnn.com/2013/09/23/tech/mobile/iphone-5s-hack/index.html?hpt=hp_t1,True,Apple
20130923,CNN,Targets,http://www.cnn.com/video/data/2.0/video/us/2013/09/22/conley-mall-soft-target.cnn.html?hpt=hp_c2,True,Target
20130923,CNN,Group boasts of iPhone 5S hack,http://www.cnn.com/2013/09/23/tech/mobile/iphone-5s-hack/index.html?hpt=hp_bn5,True,Apple
20150628,CNN,"Greece shuts banks, limits ATM use",http://money.cnn.com/2015/06/28/news/economy/greece-banks-ecb/index.html,True,Greece
20100206,CNN,China's boy in chains,http://www.cnn.com/video/#/video/world/2010/02/04/itn.china.chained.boy.cnn?hpt=Sbin,True,False
20100206,CNN,Berkshire loses top S&P rating,http://money.cnn.com/2010/02/05/news/companies/Berkshire_Hathaway_credit_rating/index.htm?hpt=Sbin,True,Berkshire Hathaway
20130925,CNN,E-cigarette sets boy on fire,http://www.cnn.com/video/data/2.0/video/us/2013/09/24/pkg-e-cigarette-burns-child.kstu.html?hpt=hp_t3,True,False
20130925,CNN,Photos: The day of the shooting,http://www.cnn.com/2013/09/16/us/gallery/navy-yard-shooting/index.html?hpt=hp_c2,True,False
20130925,CNN,Debt ceiling to be hit soon,http://money.cnn.com/2013/09/25/news/economy/debt-ceiling-lew/index.html?hpt=hp_bn3,True,Government
20150630,CNN,Greece defaults on $1.7B payment,http://money.cnn.com/2015/06/30/news/economy/greece-imf-default/index.html,True,Greece
20100209,CNN,"Honda recalls 379,000 cars for airbag hazard",http://money.cnn.com/2010/02/09/autos/honda_recall_airbag/,True,Honda
20130926,CNN,Cash crunch: Millions won't get paid,http://money.cnn.com/2013/09/26/news/economy/debt-ceiling-cash-crunch/index.html?hpt=hp_t1,True,False
20120113,CNN,9 eurozone nations downgraded by S&P,http://money.cnn.com/2012/01/13/markets/sandp_europe_downgrade/,True,False
20130927,CNN,Debt ceiling,http://money.cnn.com/2013/09/27/news/economy/debt-ceiling-faqs/index.html?hpt=hp_inthenews,True,Government
20130927,CNN,'Sextortion',http://www.cnn.com/2013/09/27/us/miss-teen-usa-sextortion/index.html?hpt=hp_inthenews,True,False
20100211,CNN,"Snowmageddon could cost up to 150,000 jobs in February",http://money.cnn.com/2010/02/11/news/economy/snow_buries_payrolls/,True,False
20120114,CNN,"Apple reveals subcontractors, violations",http://tech.fortune.cnn.com/2012/01/13/apple-factory-inspections-turn-up-scores-of-labor-violations/?hpt=hp_t3,True,Apple
20130928,CNN,How hackers see inside homes,http://www.cnn.com/video/data/2.0/video/bestoftv/2013/09/26/ra-bts-whos-watching-you-hacker-test.hln.html?hpt=hp_t3,True,False
20100212,CNN,"Snowmageddon cost: 150,000 jobs",http://money.cnn.com/2010/02/11/news/economy/snow_buries_payrolls/index.htm?source=cnn_bin,True,False
20150704,CNN,Killing suspect deported 5 times,http://www.cnn.com/2015/07/03/us/san-francisco-killing-suspect-immigrant-deported/index.html,True,False
20120116,CNN,Zappos hacked; 24 million affected,http://news.blogs.cnn.com/2012/01/16/zappos-com-hacked-24-million-customers-affected/?hpt=hp_t3,True,Zappos
20120116,CNN,Hackers attack two Israeli websites,http://www.cnn.com/2012/01/16/world/meast/israel-hacking-attack/index.html?hpt=hp_bn2,True,False
20130930,CNN,Miss Teen USA upset over nude pix,http://www.cnn.com/video/data/2.0/video/bestoftv/2013/09/27/exp-erin-miss-teen-usa-extortion.cnn.html?hpt=hp_c3,True,False
20130930,CNN,NSA mines Facebook,http://www.cnn.com/2013/09/30/us/nsa-social-networks/index.html?hpt=hp_bn1,True,NSA
20150706,CNN,"Greek banks shut, cash runs short",http://money.cnn.com/2015/07/06/news/economy/greece-banks-holiday-extension/index.html,True,Greece
20131002,CNN,Miss Teen USA upset over nude pics,http://www.cnn.com/video/data/2.0/video/bestoftv/2013/09/27/exp-erin-miss-teen-usa-extortion.cnn.html?hpt=hp_t5,True,False
20120119,CNN,Anonymous claims attack on DOJ site,http://money.cnn.com/2012/01/19/technology/megaupload_shutdown/index.htm?hpt=hp_t3,True,DOJ
20120119,CNN,DOJ site attacked after pirate raid,http://money.cnn.com/2012/01/19/technology/megaupload_shutdown/index.htm?source=cnn_bin,True,False
20100218,CNN,AIG to keep some risky assets,http://money.cnn.com/2010/02/18/news/companies/aig_derivative_portfolio/index.htm?source=cnn_bin,True,AIG
20100218,CNN,Record day for U.S. Olympians,http://www.cnn.com/video/#/video/sports/2010/02/18/thomas.record.day.usa.wrap.cnn?hpt=Sbin,True,False
20150709,CNN,21.5 million hit by federal hacks,http://www.cnn.com/2015/07/09/politics/office-of-personnel-management-data-breach-20-million/index.html,True,Government
20131004,CNN,Adobe says 2.9M customers hacked,http://money.cnn.com/2013/10/03/technology/security/adobe-hack/index.html?hpt=hp_t3,Yes,Adobe
20120122,CNN,Foreclosure nightmares,http://money.cnn.com/2012/01/18/real_estate/foreclosure_homes/index.htm?source=cnn_bin,True,False
20120123,CNN,Ex-CIA officer charged with leaks,http://security.blogs.cnn.com/2012/01/23/former-cia-officer-accused-of-disclosing-i-d-of-a-fellow-agent/?hpt=hp_t2,True,False
20131007,CNN,4 debt ceiling scenarios,http://finance.fortune.cnn.com/2013/10/07/debt-ceiling-traders/?source=cnn_bin,True,Government
20100224,CNN,Deal fails; Hummer to close,http://money.cnn.com/2010/02/24/news/companies/hummer_chinese/index.htm?hpt=T2,True,Hummer
20100224,CNN,amFix: Burned lumber yard rebuilds,http://amfix.blogs.cnn.com/2010/02/24/building-up-america-lumber-yard-rebuilds-after-fire/?hpt=Sbin,True,False
20120124,CNN,Stocks stumble on Greek debt fears,http://money.cnn.com/2012/01/24/markets/markets_newyork/index.htm?source=cnn_bin,True,False
20131011,CNN,Ryan coolly steps into breach,http://www.cnn.com/2013/10/10/politics/shutdown-paul-ryan-timing/index.html?hpt=hp_t1,True,False
20120127,CNN,UFC's White hacked after Twitter feud,http://www.cnn.com/2012/01/27/tech/web/ufc-anonymous-sopa/index.html?hpt=hp_bn6,True,UFC
20150717,CNN,Hospital network hacked; 4.5M affected,http://money.cnn.com/2015/07/17/technology/ucla-health-hack/index.html,True,UCLA Health
20100302,CNN,Thousands of sex offenders unlisted,http://ac360.blogs.cnn.com/2010/03/02/thousands-of-sex-offenders-unlisted/#more-71801?hpt=Sbin,True,False
20131013,CNN,5 shot at Oklahoma celebration,http://www.cnn.com/2013/10/13/justice/tulsa-hmong-shooting/index.html?hpt=hp_t2,True,False
