Date,Publication,Headline,URL,BreachMentioned,CompanyMentioned,Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
20140606.0,CNBC,"As bank fines soar, US threatened $16B BNP penalty",http://www.cnbc.com/id/101737500,True,BNP,1279232,bnp paribas,bnpparibas.com,1848.0,banking,10001+,"paris, île-de-france, france",france,linkedin.com/company/bnp-paribas,37835,101571
20170615.0,CNBC,Booz Allen stock plummets on word of federal government probe,http://www.cnbc.com/2017/06/15/booz-allen-stock-plummets-on-word-of-federal-government-probe.html,True,Booz Allen,703734,booz allen hamilton,boozallen.com,1914.0,management consulting,10001+,"mclean, virginia, united states",united states,linkedin.com/company/booz-allen-hamilton,18838,48211
20130708.0,Washington Post,Snowden case not first breach for Booz Allen,http://www.washingtonpost.com/politics/snowden-case-not-the-first-embarassment-for-booz-allen--or-washingtons-burgeoning-contracting-industry/2013/07/08/30440b0a-d9b3-11e2-a9f2-42ee3912ae0e_story.html,True,Booz Allen,703734,booz allen hamilton,boozallen.com,1914.0,management consulting,10001+,"mclean, virginia, united states",united states,linkedin.com/company/booz-allen-hamilton,18838,48211
20220213.0,FOX,City of Boston apologizes for ŌĆśaccidentallyŌĆÖ emailing out names of unvaccinated employees: Report,//web.archive.orghttps://www.foxnews.com/us/boston-apologizes-accidentally-email-names-unvaccinated-employees,True,Boston,1799266,boston scientific,bostonscientific.com,1979.0,medical devices,10001+,"marlborough, massachusetts, united states",united states,linkedin.com/company/boston-scientific,16903,40046
20220213.0,FOX,FEELING EXPOSED,https://www.foxnews.com/us/boston-apologizes-accidentally-email-names-unvaccinated-employees,True,Boston,1799266,boston scientific,bostonscientific.com,1979.0,medical devices,10001+,"marlborough, massachusetts, united states",united states,linkedin.com/company/boston-scientific,16903,40046
20120830.0,USA Today,Bristol-Myers recalls vials of cancer drug,http://www.usatoday.com/news/health/story/2012-08-30/bristol-myers-cancer-drug/57434616/1,True,Bristol-Myers,4322431,bristol-myers squibb,bms.com,1887.0,pharmaceuticals,10001+,"new york, new york, united states",united states,linkedin.com/company/bristol-myers-squibb,18504,57029
20160715.0,The Guardian,UK turns to Canada for advice on striking post-Brexit trade deals with EU,http://www.theguardian.com/politics/2016/jul/15/uk-canada-advice-post-brexit-trade-deals-eu-ceta,True,Canada,3431043,canada post / postes canada,canadapost.ca,,package/freight delivery,10001+,"ottawa, ontario, canada",canada,linkedin.com/company/canada-post,8897,13814
20121224.0,Daily Mail,Flood of 'dangerous' fake Botox from Canada forces FDA to issue warning to beauty clinics,http://www.dailymail.co.uk/news/article-2252867/FDA-warns-hundreds-medical-practices-flood-fake-dangerous-Botox.html,True,Canada,3431043,canada post / postes canada,canadapost.ca,,package/freight delivery,10001+,"ottawa, ontario, canada",canada,linkedin.com/company/canada-post,8897,13814
20080330.0,Washington Post,Centers Access Personal Data,http://www.washingtonpost.com/wp-dyn/content/article/2008/04/01/AR2008040103049.html?hpid=topnews,True,Centers,5231614,centers for disease control and prevention,cdc.gov,1946.0,government administration,10001+,"atlanta, georgia, united states",united states,linkedin.com/company/centers-for-disease-control-and-prevention,10192,18872
20170224.0,FOX,Homicides In Chicago Outpacing Last Year After Deadliest Day So Far In 2017,http://nation.foxnews.com/2017/02/24/homicides-chicago-outpacing-last-year-after-deadliest-day-so-far-2017?intcmp=trending,True,Chicago,5124005,chicago public schools,cps.edu,1837.0,education management,10001+,"chicago, illinois, united states",united states,linkedin.com/company/chicago-public-schools,15079,24917
20150512.0,CNBC,Moody's downgrades Chicago debt to  'junk',http://www.cnbc.com/id/102650351?trknav=homestack:topnews:9,True,Chicago,5124005,chicago public schools,cps.edu,1837.0,education management,10001+,"chicago, illinois, united states",united states,linkedin.com/company/chicago-public-schools,15079,24917
20210319.0,Daily Mail,Chicago Mayor Lori Lightfoot is slammed by fellow Dems after she cut off supply of COVID vaccine to entire hospital that let 72 Trump hotel workers skip the line,https://www.dailymail.co.uk/news/article-9379351/Vaccine-withheld-hospital-gave-Trump-Tower-shots.html,True,Chicago,5124005,chicago public schools,cps.edu,1837.0,education management,10001+,"chicago, illinois, united states",united states,linkedin.com/company/chicago-public-schools,15079,24917
20210822.0,Daily Mail,Seven are shot dead and 41 wounded over two days in Chicago as gun violence continues to plague the city,https://www.dailymail.co.uk/news/article-9916607/At-seven-people-killed-41-wounded-Chicago.html,True,Chicago,5124005,chicago public schools,cps.edu,1837.0,education management,10001+,"chicago, illinois, united states",united states,linkedin.com/company/chicago-public-schools,15079,24917
20120626.0,New York Times,Rate of Killings Rises 38 Percent in Chicago in 2012,http://www.nytimes.com/2012/06/26/us/rate-of-killings-rises-38-percent-in-chicago-in-12.html?hpw,True,Chicago,5124005,chicago public schools,cps.edu,1837.0,education management,10001+,"chicago, illinois, united states",united states,linkedin.com/company/chicago-public-schools,15079,24917
20120626.0,New York Times,Rate of Killings Rises 38 Percent in Chicago in ’12,http://www.nytimes.com/2012/06/26/us/rate-of-killings-rises-38-percent-in-chicago-in-12.html,True,Chicago,5124005,chicago public schools,cps.edu,1837.0,education management,10001+,"chicago, illinois, united states",united states,linkedin.com/company/chicago-public-schools,15079,24917
20210702.0,FOX,Chicago experiences one of the most violent days of 2021 same day top cop boasts declining numbers,//web.archive.orghttps://www.foxnews.com/us/chicago-declining-crime-most-violent-day,True,Chicago,5124005,chicago public schools,cps.edu,1837.0,education management,10001+,"chicago, illinois, united states",united states,linkedin.com/company/chicago-public-schools,15079,24917
20201012.0,FOX,"Chicago murders at highest in five years, with around 600 in 2020 so far",//web.archive.orghttps://www.foxnews.com/us/chicago-murders-at-highest-in-five-years-with-around-600-in-2020-so-far,True,Chicago,5124005,chicago public schools,cps.edu,1837.0,education management,10001+,"chicago, illinois, united states",united states,linkedin.com/company/chicago-public-schools,15079,24917
20220629.0,FOX,"Soaring violent crime in Dem-run city has small businesses, corporations packing their bags",https://www.foxnews.com/us/skyrocketing-chicago-crime-small-businesses-corporations-pack-their-bags,True,Chicago,5124005,chicago public schools,cps.edu,1837.0,education management,10001+,"chicago, illinois, united states",united states,linkedin.com/company/chicago-public-schools,15079,24917
20210719.0,New York Times,U.S. Formally Accuses China of Hacking Microsoft,https://www.nytimes.com/2021/07/19/us/politics/microsoft-hacking-china-biden.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20131022.0,Daily Mail,Mystery as 600 pets die after eating jerky treats made in China,http://www.dailymail.co.uk/news/article-2471931/Chinese-jerky-dog-treats-death-toll-rises-600.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20190621.0,CNBC,Chip stocks fall after Commerce Dept bars 5 more Chinese companies from buying US parts,https://www.cnbc.com/2019/06/21/chip-stocks-fall-after-commerce-dept-bars-5-more-chinese-firms-from-buying-us-parts.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20201218.0,CNBC,Trump signs bill that could kick Chinese firms off U.S. stock exchanges,https://www.cnbc.com/2020/12/18/trump-signs-bill-that-could-kick-chinese-firms-off-us-stock-exchanges.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20200419.0,The Guardian,Trump is playing a deadly game in deflecting Covid-19 blame to China,https://www.theguardian.com/us-news/commentisfree/2020/apr/19/trump-is-playing-a-deadly-game-in-deflecting-covid-19-blame-to-china,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20160107.0,USA Today,Chinese stocks destroy $47B in U.S. wealth,http://www.usatoday.com/story/money/markets/2016/01/07/chinese-stocks-destroy-value/78421516/,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20200511.0,Washington Post,Trump administration plans to issue alert that Chinese hackers are targeting vaccine research,https://www.washingtonpost.com/nation/2020/05/11/coronavirus-update-us/#link-EYPAKL2I7FELPCRWLWKVCGYOJY,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20181024.0,CNBC,"Chinese spies are reportedly listening to Trump's phone calls, with the goal of stopping trade war",https://www.cnbc.com/2018/10/24/chinese-spies-are-reportedly-listening-to-trumps-phone-calls.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20141114.0,CNBC,Chinese official nabbed with $20M: Report,http://www.cnbc.com/id/102186817?trknav=homestack:mostpopular:1,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20200721.0,Daily Mail,"Two Chinese hackers, 34 and 33, are charged by Justice Department with trying to steal US coronavirus vaccine research",https://www.dailymail.co.uk/news/article-8545649/Two-Chinese-hacker-charged-Justice-Department-trying-steal-coronavirus-vaccine-research.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20210509.0,Daily Mail,NASA blasts 'irresponsible' China for 'failing to meet standards' over space debris after 18-ton rocket breaks up on re-entry over the Indian Ocean near the Maldives,https://www.dailymail.co.uk/news/article-9558287/Chinese-Long-March-rocket-breaks-reentry-Maldives.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20080928.0,Washington Post,New Tests Find Melamine in 31 Chinese Milk Brands,http://www.washingtonpost.com/wp-dyn/content/article/2008/10/01/AR2008100100123.html?hpid=moreheadlines,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20090611.0,New York Times,Data Shows China Relies More on Growth at Home,http://www.nytimes.com/2009/06/11/business/global/11yuan.html?hpw,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20200513.0,USA Today,DOJ: China attempting to hijack virus research,https://www.usatoday.com/story/news/politics/2020/05/13/doj-china-attempting-hijack-coronavirus-research/5182551002/,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20181220.0,Washington Post,U. S. charges Chinese hackers in alleged theft of vast trove of confidential data in 12 countries,https://www.washingtonpost.com/world/national-security/us-and-more-than-a-dozen-allies-to-condemn-china-for-economic-espionage/2018/12/20/cdfd0338-0455-11e9-b5df-5d3874f1ac36_story.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20111101.0,USA Today,Cyber attacks on chemical firms traced to China,http://www.usatoday.com/money/industries/technology/story/2011-11-01/China-hackers/51024936/1,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20200721.0,New York Times,"U.S. Accuses Hackers of Trying to Steal Vaccine Data for ChinaTwo suspects targeted companies working on vaccines as part of a broader campaign to enrich themselves and aid the Chinese government, officials said.",https://www.nytimes.com/2020/07/21/us/politics/china-hacking-coronavirus-vaccine.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20141220.0,New York Times,U.S. Asks China to Help Rein In Korean HackersNYT Now,http://www.nytimes.com/2014/12/21/world/asia/us-asks-china-to-help-rein-in-korean-hackers.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20131112.0,CNBC,Data blitz shows China in better state than expected,http://www.cnbc.com/id/101186319,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20210615.0,FOX,Critical entities targeted in suspected Chinese cyberspying,//web.archive.orghttps://www.foxnews.com/us/us-entities-suspected-chinese-cyberattack,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20140523.0,New York Times,U.S. Case Offers Glimpse Into China’s Hacker Army,http://www.nytimes.com/2014/05/23/world/asia/us-case-offers-glimpse-into-chinas-hacker-army.html?hpw&rref=world,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20191124.0,BBC,Data leak details China's 'brainwashing system',https://www.bbc.com/news/world-asia-china-50511063,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20200217.0,FOX,Database shows how China targets minority Uighur Muslims,//web.archive.orghttps://www.foxnews.com/world/database-shows-how-china-targets-minority-uighur-muslims,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20200412.0,FOX,"Country of virus' origin blocks research on outbreak, deleted posts show",https://www.foxnews.com/world/china-coronavirus-research-block-narrative-documents,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20221229.0,Daily Mail,Could China's COVID outbreak really push the fight against the virus back to square one? Experts warn new worrying SHOULD  keep severe illness at bay,https://www.dailymail.co.uk/health/article-11582363/Could-Chinas-Covid-outbreak-push-fight-against-virus-square-one.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20150823.0,CNBC,NewChina rocked by second deadly chemical plant  blast,http://www.cnbc.com/2015/08/23/china-rocked-by-second-deadly-chemical-plant-blast.html?trknav=homestack:topnews:16,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20200211.0,CNBC,Coronavirus live updates: China's Hubei province reports an additional 94 deaths,https://www.cnbc.com/2020/02/12/coronavirus-live-updates-covid-19.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20200209.0,Washington Post,Coronavirus deaths climb as China corrals sick in quarantine facilities,https://www.washingtonpost.com/world/asia_pacific/coronavirus-china-updates/2020/02/09/eb9e683c-4aa4-11ea-8a1f-de1597be6cbc_story.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20220903.0,Daily Mail,New 'Zero Covid' lockdown in China sparks panic-buying as terrified Chengdu residents frantically scramble to stock up on food - after shutdown was imposed following just 157 new cases,https://www.dailymail.co.uk/news/article-11176559/New-Zero-Covid-lockdown-China-sparks-panic-buying-Chengdu-residents-scramble-stock-up.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20200203.0,New York Times,"China, Desperate to Stop Coronavirus, Turns Neighbor Against NeighborThe authorities hunt for people from Wuhan, encouraging citizens to inform on others. Even those without symptoms are being ostracized.",https://www.nytimes.com/2020/02/03/business/china-coronavirus-wuhan-surveillance.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20200422.0,FOX,Chinese city ramps up coronavirus restrictions in country's biggest known outbreak since pandemic began,//web.archive.orghttps://www.foxnews.com/world/chinese-city-ramps-up-coronavirus-restrictions-in-countrys-biggest-known-outbreak-since-pandemic-began,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20200722.0,New York Times,U.S. Orders China to Close Houston Consulate Over Espionage and TheftThe Trump administration accused the Chinese of stealing research and told the diplomats in Texas to clear out by Friday. Beijing warned it would retaliate.,https://www.nytimes.com/2020/07/22/world/asia/us-china-houston-consulate.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20200522.0,Daily Mail,"China's coronavirus vaccine is deemed 'safe' and triggers an immune response in world's first completed human trial of 108 volunteers - but it may not 'neutralize' infection, expert says",https://www.dailymail.co.uk/health/article-8348579/Chinas-coronavirus-vaccine-safe-worlds-completed-human-trial.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20200423.0,FOX,"China's coronavirus cases may have been 4 times what officials reported, Hong Kong study finds",//web.archive.orghttps://www.foxnews.com/world/chinas-coronavirus-cases-may-have-been-4-times-reported,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20220805.0,FOX,China's Sanya Island getaway shutting down its duty free malls amid COVID outbreak,//web.archive.orghttps://www.foxnews.com/world/chinas-sanya-island-getaway-shutting-down-duty-free-malls-covid-outbreak,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20221006.0,Daily Mail,China's DECADES-LONG 'espionage plot' at US weapons and nuclear lab: Damning report says Beijing infiltrated New Mexico facility by recruiting at least one top Chinese scientist... and 162 of them have worked there since 1987!,https://www.dailymail.co.uk/news/article-11288133/Republicans-demand-Biden-officials-look-China-stealing-secrets-nuclear-lab.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20220315.0,CNBC,"China's Covid spike worsens: Dongguan factory center locks down, new cases top 3,500 nationwide",https://www.cnbc.com/2022/03/15/china-covid-spike-worsens-dongguan-factory-center-locks-down.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20220211.0,FOX,China winter Olympics: NASA imagery shows huge amounts of artificial snow used in Beijing,https://www.foxnews.com/world/china-winter-olympics-nasa-imagery-shows-huge-amounts-of-artificial-snow-used-in-beijing,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20220810.0,New York Post,China warns of new virus that has sickened 35 people,https://nypost.com/2022/08/10/newly-identified-langya-henipavirus-infects-35-in-china/,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20200124.0,CNBC,"China virus death toll rises to 41, more than 1,000 infected",https://www.cnbc.com/2020/01/24/chinas-hubei-province-confirms-15-more-deaths-due-to-coronavirus.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20200120.0,BBC,China virus cases triple as infection spreads,https://www.bbc.com/news/world-asia-china-51171035,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20130520.0,Washington Post,China's culture of hacking cost...,http://www.washingtonpost.com/blogs/worldviews/wp/2013/05/20/chinas-culture-of-hacking-cost-the-country-873-billion-in-2011/,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20200720.0,FOX,China uses Muslim Uighur forced labor to mass produce coronavirus PPE exported globally: report,//web.archive.orghttps://www.foxnews.com/world/china-muslim-uighur-forced-labor-coronavirus-ppe-masks,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20221230.0,FOX,"China to stop testing, disinfecting imported frozen food for COVID",//web.archive.orghttps://www.foxnews.com/world/china-stop-testing-disinfecting-imported-frozen-food-covid,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20220104.0,CNBC,China to make some firms undergo a data security review before listing overseas,https://www.cnbc.com/2022/01/04/china-to-require-data-security-review-on-some-firms-before-ipo-abroad.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20200530.0,New York Post,China targets citizen journalists reporting on coronavirus outbreak,https://nypost.com/2020/05/29/china-targets-citizen-journalists-reporting-on-coronavirus/,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20220726.0,Washington Post,"China targeted the Fed for more than a decade, Senate report finds",https://www.washingtonpost.com/business/2022/07/26/fed-china-report/,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20160926.0,Washington Post,"U.S. charges four Chinese, firm with aiding Pyongyang’s nuclear program",https://www.washingtonpost.com/world/national-security/us-charges-four-chinese-nationals-and-a-chinese-company-with-aiding-pyongyangs-nuclear-program/2016/09/26/1a7a4b16-8407-11e6-92c2-14b64f3d453f_story.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20161217.0,FOX,China stole US underwater drone,http://www.foxnews.com/world/2016/12/16/china-steals-us-underwater-drone-in-south-china-sea.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20200412.0,FOX,"China stifles coronavirus research in apparent bid to control narrative, analysts say",//web.archive.orghttps://www.foxnews.com/world/china-coronavirus-research-block-narrative-documents,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20181005.0,CNBC,China spy chip's ultimate market risk: The profits built on big tech's low-cost global supply chain,https://www.cnbc.com/2018/10/05/chinas-cyber-spying-keeps-a-lot-of-us-tech-ceos-up-at-night.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20171227.0,FOX,"China spotted illegally selling oil to North Korea, report says",//web.archive.orghttp://www.foxnews.com/world/2017/12/27/china-spotted-illegally-selling-oil-to-north-korea-report-says.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20190510.0,Daily Mail,"China trade talks are DONE for the day, says Mnuchin, after Trump pulled trigger on $200billion-worth of tariffs on everyday items that'll hit U.S. consumers, sending the Dow down 300 points",https://www.dailymail.co.uk/news/article-7014715/Trump-declares-no-need-rush-China-talks-pulling-trigger-200billion-worth-tariffs.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20200418.0,Daily Mail,"China's disappeared: At least one is dead and the rest haven't been heard from in months, so why isn't the world asking what happened to the brave souls who dared to speak up about the coronavirus outbreak after Beijing lied to the world?",https://www.dailymail.co.uk/news/article-8233203/Chinas-disappeared-happened-dared-speak-coronavirus.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
20190824.0,CNBC,"China's enormous debt 'no longer can be ignored,' analyst says",https://www.cnbc.com/2019/08/23/chinas-debt-levels-amid-its-slowing-economy.html,True,China,5674169,china mobile,chinamobileltd.com,1997.0,telecommunications,10001+,"los angeles, california, united states",united states,linkedin.com/company/china-mobile,7464,9664
